scenario,method,view,regime,window,f1_mean,f1_std,f1_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,average_precision_mean,average_precision_std,average_precision_count,clean_channel_fpr_mean,clean_channel_fpr_std,clean_channel_fpr_count,bystander_fpr_mean,bystander_fpr_std,bystander_fpr_count,top1_localization_mean,top1_localization_std,top1_localization_count,top1_random_baseline_mean,top1_random_baseline_std,top1_random_baseline_count,all_faults_row_recall_mean,all_faults_row_recall_std,all_faults_row_recall_count,exact_fault_set_rate_mean,exact_fault_set_rate_std,exact_fault_set_rate_count,score_coverage_mean,score_coverage_std,score_coverage_count
steady_k2,pooled_marginal,observed,all,all,0.2312543858785804,0.03695356846781693,5,0.1564814814814815,0.029078349532300384,5,0.4528178861555996,0.07382646039227299,5,0.21961253863246713,0.036310860299396744,5,0.013855820105820104,0.003925655951476889,5,0.012962962962962963,0.01152768481295253,5,0.888888888888889,0.0530895599128691,5,0.6666666666666666,0.0,5,0.04351851851851852,0.019532428805304616,5,0.04074074074074074,0.02156632351639281,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,all,stable,0.2312543858785804,0.03695356846781693,5,0.1564814814814815,0.029078349532300384,5,0.4528178861555996,0.07382646039227299,5,0.21961253863246713,0.036310860299396744,5,0.013855820105820104,0.003925655951476889,5,0.012962962962962963,0.01152768481295253,5,0.888888888888889,0.0530895599128691,5,0.6666666666666666,0.0,5,0.04351851851851852,0.019532428805304616,5,0.04074074074074074,0.02156632351639281,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,transit_rough,all,0.3562636387010413,0.06433243541261134,5,0.3319444444444445,0.06968707613501167,5,0.391940236972835,0.07757804618643684,5,0.30357704081816766,0.059250413171591604,5,0.03799603174603174,0.012143157027628013,5,0.02777777777777778,0.024056261216234408,5,0.8777777777777779,0.09022434316062067,5,0.6666666666666666,0.0,5,0.11666666666666665,0.04668815642769892,5,0.10833333333333332,0.0514076542314493,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,transit_rough,stable,0.3562636387010413,0.06433243541261134,5,0.3319444444444445,0.06968707613501167,5,0.391940236972835,0.07757804618643684,5,0.30357704081816766,0.059250413171591604,5,0.03799603174603174,0.012143157027628013,5,0.02777777777777778,0.024056261216234408,5,0.8777777777777779,0.09022434316062067,5,0.6666666666666666,0.0,5,0.11666666666666665,0.04668815642769892,5,0.10833333333333332,0.0514076542314493,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,transit_smooth,all,0.14588114958761075,0.036135301422779785,5,0.08055555555555556,0.021177709280523482,5,0.8079487179487179,0.17045593807332612,5,0.3378853825965466,0.03283230344603341,5,0.001488095238095238,0.0014029896452114037,5,0.008333333333333333,0.018633899812498245,5,0.9333333333333333,0.028463752127665574,5,0.6666666666666666,0.0,5,0.005555555555555555,0.007607257743127307,5,0.005555555555555555,0.007607257743127307,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,transit_smooth,stable,0.14588114958761075,0.036135301422779785,5,0.08055555555555556,0.021177709280523482,5,0.8079487179487179,0.17045593807332612,5,0.3378853825965466,0.03283230344603341,5,0.001488095238095238,0.0014029896452114037,5,0.008333333333333333,0.018633899812498245,5,0.9333333333333333,0.028463752127665574,5,0.6666666666666666,0.0,5,0.005555555555555555,0.007607257743127307,5,0.005555555555555555,0.007607257743127307,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,warehouse,all,0.10066395325883788,0.08205203915834532,5,0.05694444444444444,0.0489571020333738,5,0.6439958592132505,0.1407945513000865,5,0.189148646030937,0.06895391642877258,5,0.0020833333333333333,0.0019018144357818268,5,0.0027777777777777775,0.006211299937499415,5,0.8555555555555555,0.11223391028242735,5,0.6666666666666666,0.0,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,1.0,0.0,5
steady_k2,pooled_marginal,observed,warehouse,stable,0.10066395325883788,0.08205203915834532,5,0.05694444444444444,0.0489571020333738,5,0.6439958592132505,0.1407945513000865,5,0.189148646030937,0.06895391642877258,5,0.0020833333333333333,0.0019018144357818268,5,0.0027777777777777775,0.006211299937499415,5,0.8555555555555555,0.11223391028242735,5,0.6666666666666666,0.0,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,1.0,0.0,5
steady_k2,regime_conditional,clean,all,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.01089506172839506,0.0012470434475825266,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,all,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.01089506172839506,0.0012470434475825266,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,transit_rough,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.010277777777777778,0.0018919274760835693,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,transit_rough,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.010277777777777778,0.0018919274760835693,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,transit_smooth,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.009537037037037037,0.002210617849317282,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,transit_smooth,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.009537037037037037,0.002210617849317282,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,warehouse,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.01287037037037037,0.003163768437642571,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,clean,warehouse,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.01287037037037037,0.003163768437642571,5,,,0,,,0,,,0,,,0,,,0,1.0,0.0,5
steady_k2,regime_conditional,observed,all,all,0.5554428454649951,0.061606507786338374,5,0.4532407407407407,0.06721737560326496,5,0.7211976521001576,0.04007271561990901,5,0.5934559718675047,0.0770398511111459,5,0.012367724867724866,0.0012116449047990254,5,0.05185185185185185,0.013655445559030208,5,0.9305555555555556,0.005670115145331448,5,0.6666666666666666,0.0,5,0.2898148148148148,0.07497999275892833,5,0.274074074074074,0.07482260685495157,5,1.0,0.0,5
steady_k2,regime_conditional,observed,all,stable,0.5554428454649951,0.061606507786338374,5,0.4532407407407407,0.06721737560326496,5,0.7211976521001576,0.04007271561990901,5,0.5934559718675047,0.0770398511111459,5,0.012367724867724866,0.0012116449047990254,5,0.05185185185185185,0.013655445559030208,5,0.9305555555555556,0.005670115145331448,5,0.6666666666666666,0.0,5,0.2898148148148148,0.07497999275892833,5,0.274074074074074,0.07482260685495157,5,1.0,0.0,5
steady_k2,regime_conditional,observed,transit_rough,all,0.6189729450476402,0.08470809882794396,5,0.523611111111111,0.09155085276487221,5,0.7611386156221075,0.07410058888168235,5,0.6576545118618522,0.10659263428264769,5,0.011607142857142858,0.003819766529400488,5,0.05,0.04969039949999533,5,0.9305555555555556,0.036746545987008196,5,0.6666666666666666,0.0,5,0.3833333333333333,0.09947780321927764,5,0.3638888888888889,0.09692414623537722,5,1.0,0.0,5
steady_k2,regime_conditional,observed,transit_rough,stable,0.6189729450476402,0.08470809882794396,5,0.523611111111111,0.09155085276487221,5,0.7611386156221075,0.07410058888168235,5,0.6576545118618522,0.10659263428264769,5,0.011607142857142858,0.003819766529400488,5,0.05,0.04969039949999533,5,0.9305555555555556,0.036746545987008196,5,0.6666666666666666,0.0,5,0.3833333333333333,0.09947780321927764,5,0.3638888888888889,0.09692414623537722,5,1.0,0.0,5
steady_k2,regime_conditional,observed,transit_smooth,all,0.5105894581769217,0.11096387197077388,5,0.40555555555555556,0.12114025515803198,5,0.7069053078047055,0.060964804084084535,5,0.5476753165421522,0.12494618650658357,5,0.011507936507936507,0.0015448820934918092,5,0.058333333333333334,0.01810889557000736,5,0.9361111111111111,0.034860834438919824,5,0.6666666666666666,0.0,5,0.23055555555555554,0.1244587045401103,5,0.2166666666666667,0.13270976872879173,5,1.0,0.0,5
