seed,method,scenario,regime,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction
43,regime_marginal,observed,transit_smooth,1857,54,30,20,24,1783,0.6,0.5555555555555556,0.5769230769230769,0.011092623405435386,0.6350347281638318,0.9074074074074074,54,0.009259259259259259,108,0.033628318584070796,0.9890625,0.9671875
43,regime_marginal,observed,transit_rough,1920,72,35,44,37,1804,0.4430379746835443,0.4861111111111111,0.46357615894039733,0.023809523809523808,0.5062402305347826,0.7361111111111112,72,0.020833333333333332,144,0.058098591549295774,1.0,1.0
43,regime_marginal,clean,all,5760,0,0,85,0,5675,0.0,,0.0,0.014756944444444444,,,0,,0,0.03958333333333333,1.0,1.0
43,regime_marginal,clean,warehouse,1920,0,0,18,0,1902,0.0,,0.0,0.009375,,,0,,0,0.028125,1.0,1.0
43,regime_marginal,clean,transit_smooth,1920,0,0,20,0,1900,0.0,,0.0,0.010416666666666666,,,0,,0,0.03125,1.0,1.0
43,regime_marginal,clean,transit_rough,1920,0,0,47,0,1873,0.0,,0.0,0.024479166666666666,,,0,,0,0.059375,1.0,1.0
43,pooled_conditional,observed,all,5646,154,78,108,76,5384,0.41935483870967744,0.5064935064935064,0.4588235294117647,0.019664967225054626,0.40910914676854976,0.7012987012987013,154,0.16233766233766234,308,0.028935185185185185,0.9802083333333333,0.9802083333333333
43,pooled_conditional,observed,warehouse,1869,28,19,13,9,1828,0.59375,0.6785714285714286,0.6333333333333333,0.007061379684953829,0.5451712158948822,0.6428571428571429,28,0.21428571428571427,56,0.0016806722689075631,0.9734375,0.9734375
43,pooled_conditional,observed,transit_smooth,1857,54,23,42,31,1761,0.35384615384615387,0.42592592592592593,0.3865546218487395,0.02329450915141431,0.3752847930034614,0.7592592592592593,54,0.14814814814814814,108,0.04070796460176991,0.9671875,0.9671875
43,pooled_conditional,observed,transit_rough,1920,72,36,53,36,1795,0.4044943820224719,0.5,0.4472049689440994,0.02867965367965368,0.41148381101833864,0.6805555555555556,72,0.1527777777777778,144,0.045774647887323945,1.0,1.0
43,pooled_conditional,clean,all,5760,0,0,70,0,5690,0.0,,0.0,0.012152777777777778,,,0,,0,0.03125,1.0,1.0
43,pooled_conditional,clean,warehouse,1920,0,0,1,0,1919,0.0,,0.0,0.0005208333333333333,,,0,,0,0.0015625,1.0,1.0
