seed,scenario,method,view,regime,window,support,f1,recall,precision,average_precision,clean_channel_fpr,bystander_fpr,top1_localization,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,score_coverage,post_event_fpr,false_onsets_per_1000_clean_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,comparison
42,steady_k2,regime_marginal,clean,transit_rough,all,own,0.0,,0.0,,-0.0026485788113695093,,,,,,-0.0444444444444444,-0.005555555555555556,-3.1330749354005167,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_rough,stable,common,0.0,,0.0,,-0.0024224806201550387,,,,,,0.0,-0.005555555555555556,-2.9069767441860463,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_rough,stable,own,0.0,,0.0,,-0.0026485788113695093,,,,,,-0.0444444444444444,-0.005555555555555556,-3.1330749354005167,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_smooth,all,common,0.0,,0.0,,-0.0029069767441860465,,,,,,0.0,0.0,-5.813953488372093,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_smooth,all,own,0.0,,0.0,,-0.003068475452196382,,,,,,-0.0444444444444444,0.0,-5.975452196382429,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_smooth,stable,common,0.0,,0.0,,-0.0029069767441860465,,,,,,0.0,0.0,-5.813953488372093,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_smooth,stable,own,0.0,,0.0,,-0.003068475452196382,,,,,,-0.0444444444444444,0.0,-5.975452196382429,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,warehouse,all,common,0.0,,0.0,,0.012112403100775193,,,,,,0.0,-0.015957446808510637,-1.937984496124031,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,warehouse,all,own,0.0,,0.0,,0.012607665805340224,,,,,,-0.0444444444444444,-0.015625,-1.4857881136950901,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,warehouse,stable,common,0.0,,0.0,,0.012112403100775193,,,,,,0.0,-0.015957446808510637,-1.937984496124031,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,warehouse,stable,own,0.0,,0.0,,0.012607665805340224,,,,,,-0.0444444444444444,-0.015625,-1.4857881136950901,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,observed,all,all,common,0.03586512497403588,0.10148514851485152,-0.18293257897218296,-0.06360166049306187,0.01624049758120249,0.04950495049504951,-0.13366336633663367,0.0,0.21287128712871287,0.21287128712871287,0.0,0.15298507462686567,-3.109882515549412,-0.0444444444444444,0.0,0.06481481481481483,0.0055749128919860835,0.06481481481481481,sma_minus_point
42,steady_k2,regime_marginal,observed,all,all,own,0.022925219351203452,0.09064448111477819,-0.1954228209706217,-0.08004828517095658,0.016266321855471822,0.04950495049504951,-0.13655115511551164,1.1102230246251565e-16,0.20970847084708472,0.20970847084708472,-0.0444444444444444,0.15304035378662242,-3.0989129123199612,-0.0444444444444444,0.0,0.06481481481481483,0.0055749128919860835,0.06481481481481481,sma_minus_point
42,steady_k2,regime_marginal,observed,all,stable,common,0.03586512497403588,0.10148514851485152,-0.18293257897218296,-0.06360166049306187,0.01624049758120249,0.04950495049504951,-0.13366336633663367,0.0,0.21287128712871287,0.21287128712871287,0.0,0.15298507462686567,-3.109882515549412,-0.0444444444444444,0.0,0.06481481481481483,0.0055749128919860835,0.06481481481481481,sma_minus_point
42,steady_k2,regime_marginal,observed,all,stable,own,0.022925219351203452,0.09064448111477819,-0.1954228209706217,-0.08004828517095658,0.016266321855471822,0.04950495049504951,-0.13655115511551164,1.1102230246251565e-16,0.20970847084708472,0.20970847084708472,-0.0444444444444444,0.15304035378662242,-3.0989129123199612,-0.0444444444444444,0.0,0.06481481481481483,0.0055749128919860835,0.06481481481481481,sma_minus_point
42,steady_k2,regime_marginal,observed,transit_rough,all,common,-0.058266888635766234,-0.006944444444444475,-0.24936921783010924,-0.16795554318967498,0.013020833333333332,0.013888888888888888,-0.11111111111111116,0.0,0.09722222222222221,0.09722222222222221,0.0,0.1611111111111111,-2.0833333333333335,-0.0444444444444444,0.0,-0.006944444444444475,-0.05597454117441908,0.0,sma_minus_point
