seed,scenario,method,temporal,view,regime,window,support,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,selected_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,steady_m05,regime_conditional,sma,clean,all,stable,common,6192,0,0,51,0,6141,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,1.0,1.0,,,,6480,0.9555555555555556,0.9555555555555556,,0.0,,268,0.007462686567164179,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,warehouse,all,own,2064,0,0,20,0,2044,0.0,,0.0,0.009689922480620155,,,0,,0,0.029069767441860465,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,94,0.0,5.813953488372093
42,steady_m05,regime_conditional,sma,clean,warehouse,all,common,2064,0,0,20,0,2044,0.0,,0.0,0.009689922480620155,,,0,,0,0.029069767441860465,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,94,0.0,5.813953488372093
42,steady_m05,regime_conditional,sma,clean,warehouse,stable,own,2064,0,0,20,0,2044,0.0,,0.0,0.009689922480620155,,,0,,0,0.029069767441860465,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,94,0.0,5.813953488372093
42,steady_m05,regime_conditional,sma,clean,warehouse,stable,common,2064,0,0,20,0,2044,0.0,,0.0,0.009689922480620155,,,0,,0,0.029069767441860465,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,94,0.0,5.813953488372093
42,steady_m05,regime_conditional,sma,clean,transit_smooth,all,own,2064,0,0,14,0,2050,0.0,,0.0,0.006782945736434108,,,0,,0,0.020348837209302327,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,84,0.0,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,transit_smooth,all,common,2064,0,0,14,0,2050,0.0,,0.0,0.006782945736434108,,,0,,0,0.020348837209302327,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,84,0.0,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,transit_smooth,stable,own,2064,0,0,14,0,2050,0.0,,0.0,0.006782945736434108,,,0,,0,0.020348837209302327,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,84,0.0,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,transit_smooth,stable,common,2064,0,0,14,0,2050,0.0,,0.0,0.006782945736434108,,,0,,0,0.020348837209302327,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,84,0.0,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,transit_rough,all,own,2064,0,0,17,0,2047,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,90,0.022222222222222223,4.844961240310077
