seed,scenario,method,temporal,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,event_channel_count
43,steady_m4,regime_conditional,ewma,observed,1.0,0.9583333333333334,0.041666666666666664,0.5217391304347826,0.75,1.0,0.0,24
43,steady_m4,regime_conditional,point,clean,0.125,0.125,0.0,2.0,8.25,1.0,0.0,24
43,steady_m4,regime_conditional,point,observed,1.0,0.9583333333333334,0.041666666666666664,0.0,0.25,1.0,0.0,24
43,steady_m4,regime_conditional,sma,clean,0.0,0.0,0.0,,9.0,0.9722222222222222,0.0,24
43,steady_m4,regime_conditional,sma,observed,1.0,0.9583333333333334,0.041666666666666664,1.608695652173913,1.7916666666666667,0.9722222222222222,0.0,24
43,steady_m4,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,7.0,8.791666666666666,1.0,0.0,24
43,steady_m4,regime_marginal,ewma,observed,1.0,1.0,0.0,1.375,1.375,1.0,0.0,24
43,steady_m4,regime_marginal,point,clean,0.20833333333333334,0.20833333333333334,0.0,4.8,8.25,1.0,0.0,24
43,steady_m4,regime_marginal,point,observed,1.0,1.0,0.0,0.0,0.0,1.0,0.0,24
43,steady_m4,regime_marginal,sma,clean,0.041666666666666664,0.041666666666666664,0.0,9.0,8.875,0.9722222222222222,0.0,24
43,steady_m4,regime_marginal,sma,observed,1.0,1.0,0.0,2.9166666666666665,2.9166666666666665,0.9722222222222222,0.0,24
43,steady_r02,regime_conditional,ewma,clean,0.08333333333333333,0.08333333333333333,0.0,1.0,3.75,1.0,0.0,12
43,steady_r02,regime_conditional,ewma,observed,0.6666666666666666,0.6666666666666666,0.0,1.5,2.3333333333333335,1.0,0.0,12
43,steady_r02,regime_conditional,point,clean,0.0,0.0,0.0,,4.0,1.0,0.0,12
43,steady_r02,regime_conditional,point,observed,0.8333333333333334,0.8333333333333334,0.0,1.4,1.8333333333333333,1.0,0.0,12
43,steady_r02,regime_conditional,sma,clean,0.0,0.0,0.0,,4.0,0.9166666666666666,0.08333333333333333,12
43,steady_r02,regime_conditional,sma,observed,0.5,0.5,0.0,2.3333333333333335,3.1666666666666665,0.9166666666666666,0.08333333333333333,12
43,steady_r02,regime_marginal,ewma,clean,0.0,0.0,0.0,,4.0,1.0,0.0,12
43,steady_r02,regime_marginal,ewma,observed,0.16666666666666666,0.16666666666666666,0.0,1.5,3.5833333333333335,1.0,0.0,12
43,steady_r02,regime_marginal,point,clean,0.0,0.0,0.0,,4.0,1.0,0.0,12
43,steady_r02,regime_marginal,point,observed,0.75,0.75,0.0,1.3333333333333333,2.0,1.0,0.0,12
43,steady_r02,regime_marginal,sma,clean,0.0,0.0,0.0,,4.0,0.9166666666666666,0.08333333333333333,12
43,steady_r02,regime_marginal,sma,observed,0.16666666666666666,0.16666666666666666,0.0,3.0,3.8333333333333335,0.9166666666666666,0.08333333333333333,12
43,steady_r20,regime_conditional,ewma,clean,0.08333333333333333,0.08333333333333333,0.0,5.333333333333333,11.444444444444445,1.0,0.0,36
43,steady_r20,regime_conditional,ewma,observed,1.0,1.0,0.05555555555555555,2.1944444444444446,2.1944444444444446,1.0,0.0,36
43,steady_r20,regime_conditional,point,clean,0.16666666666666666,0.16666666666666666,0.027777777777777776,5.0,10.833333333333334,1.0,0.0,36
43,steady_r20,regime_conditional,point,observed,1.0,1.0,0.05555555555555555,1.9166666666666667,1.9166666666666667,1.0,0.0,36
43,steady_r20,regime_conditional,sma,clean,0.027777777777777776,0.027777777777777776,0.0,6.0,11.833333333333334,0.9444444444444444,0.0,36
43,steady_r20,regime_conditional,sma,observed,1.0,1.0,0.05555555555555555,3.7777777777777777,3.7777777777777777,0.9444444444444444,0.0,36
43,steady_r20,regime_marginal,ewma,clean,0.08333333333333333,0.08333333333333333,0.0,6.0,11.5,1.0,0.0,36
43,steady_r20,regime_marginal,ewma,observed,0.9166666666666666,0.9166666666666666,0.0,4.121212121212121,4.777777777777778,1.0,0.0,36
43,steady_r20,regime_marginal,point,clean,0.25,0.25,0.027777777777777776,6.0,10.5,1.0,0.0,36
43,steady_r20,regime_marginal,point,observed,0.9166666666666666,0.9166666666666666,0.027777777777777776,2.1515151515151514,2.9722222222222223,1.0,0.0,36
43,steady_r20,regime_marginal,sma,clean,0.08333333333333333,0.08333333333333333,0.0,6.0,11.5,0.9444444444444444,0.0,36
43,steady_r20,regime_marginal,sma,observed,0.9166666666666666,0.9166666666666666,0.0,5.515151515151516,6.055555555555555,0.9444444444444444,0.0,36
43,switch_d0,regime_conditional,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,1.0,8.541666666666666,1.0,0.0,24
43,switch_d0,regime_conditional,ewma,observed,1.0,1.0,0.0,1.9583333333333333,1.9583333333333333,1.0,0.0,24
43,switch_d0,regime_conditional,point,clean,0.125,0.125,0.0,2.0,8.25,1.0,0.0,24
