scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count
steady_r02,regime_marginal,observed,sma_minus_ewma,-0.16666666666666669,0.13176156917368248,5,-0.15,0.12360330811826105,5,-0.016666666666666666,0.03726779962499649,5,0.1166666666666667,1.178864802351068,5,0.31666666666666676,0.1086533734200441,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_marginal,observed,sma_minus_point,-0.4,0.16029486718059455,5,-0.4,0.16029486718059455,5,0.0,0.0,5,1.2028571428571428,1.131378866953758,5,1.4333333333333336,0.2725904538966021,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r20,regime_conditional,clean,sma_minus_ewma,-0.03888888888888889,0.03167153958608717,5,-0.03333333333333334,0.03621779114001472,5,0.0,0.019641855032959652,5,0.07499999999999996,0.73553961043476,4,0.1722222222222225,0.21641723534202698,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_conditional,clean,sma_minus_point,-0.09444444444444444,0.042127085800286394,5,-0.09444444444444444,0.042127085800286394,5,-0.01111111111111111,0.015214515486254614,5,1.3166666666666664,1.0668402636515684,4,0.6333333333333335,0.21819263207394948,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_conditional,observed,sma_minus_ewma,0.0,0.0,5,0.005555555555555558,0.012422599874998837,5,0.0,0.019641855032959652,5,1.5671097529921059,0.11871800432392621,5,1.461111111111111,0.19895560643855523,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_conditional,observed,sma_minus_point,0.005555555555555558,0.012422599874998837,5,-0.02777777777777779,0.0340206908719886,5,0.03333333333333334,0.03621779114001472,5,2.392030387912741,0.33021666410745615,5,2.5944444444444446,0.5187830013301669,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_marginal,clean,sma_minus_ewma,-0.005555555555555555,0.01242259987499883,5,-0.01111111111111111,0.015214515486254614,5,0.0,0.019641855032959652,5,2.625,3.3509948771471834,4,0.16111111111111107,0.1928506106412202,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_marginal,clean,sma_minus_point,-0.061111111111111116,0.06916610887771518,5,-0.07222222222222223,0.057601225981465894,5,0.0,0.019641855032959652,5,2.375,2.3496453633119474,4,0.555555555555555,0.3648312649045477,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_marginal,observed,sma_minus_ewma,0.0,0.027777777777777735,5,-0.011111111111111094,0.03167153958608714,5,0.01111111111111111,0.015214515486254614,5,1.2087206323524458,0.30216449526679645,5,1.1333333333333333,0.3364438206364396,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
steady_r20,regime_marginal,observed,sma_minus_point,-0.016666666666666673,0.03167153958608711,5,-0.049999999999999975,0.04120110270608699,5,0.03333333333333333,0.04120110270608701,5,2.5906386605607965,0.522167617039334,5,2.694444444444444,0.3447131568330795,5,-0.0555555555555556,0.022680460581325734,5,0.0,0.0,5
switch_d0,regime_conditional,clean,sma_minus_ewma,-0.03333333333333333,0.03486083443891981,5,-0.041666666666666664,0.02946278254943948,5,0.008333333333333333,0.03486083443891982,5,-2.5,,1,0.22500000000000037,0.17824374696839557,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_conditional,clean,sma_minus_point,-0.075,0.018633899812498248,5,-0.08333333333333333,0.02946278254943948,5,-0.008333333333333333,0.03486083443891981,5,-1.6666666666666665,,1,0.3833333333333332,0.2345948043376541,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_conditional,observed,sma_minus_ewma,-0.10833333333333332,0.047507309379130745,5,-0.125,0.0510310363079829,5,0.016666666666666666,0.047507309379130745,5,1.7228649192150336,0.30589290576881056,5,1.9083333333333337,0.40760990337985303,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_conditional,observed,sma_minus_point,-0.09166666666666667,0.054326686710022075,5,-0.12500000000000006,0.07216878364870326,5,0.016666666666666666,0.037267799624996496,5,2.414004576659039,0.20362573931218686,5,2.5166666666666666,0.3881938232950704,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,clean,sma_minus_ewma,0.0,0.0,5,0.0,0.0,5,0.008333333333333333,0.018633899812498245,5,0.0,0.0,2,0.0,0.0,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,clean,sma_minus_point,-0.04166666666666667,0.05892556509887896,5,-0.05,0.04564354645876384,5,0.008333333333333333,0.018633899812498245,5,2.125,4.419417382415922,2,0.225,0.25786247411276353,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,observed,sma_minus_ewma,-0.175,0.09947780321927771,5,-0.1916666666666667,0.08640183897219884,5,0.008333333333333333,0.018633899812498245,5,1.4358531011472189,0.3601560547732706,5,1.2999999999999998,0.494237628406957,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,observed,sma_minus_point,-0.18333333333333332,0.055901699437494734,5,-0.2166666666666667,0.06846531968814576,5,0.025,0.03726779962499649,5,3.3930054293831384,0.5331831185072947,5,2.875,0.3200477394945252,5,-0.17222222222222222,0.021063542900143218,5,0.1,0.04750730937913075,5
switch_d12,regime_conditional,clean,sma_minus_ewma,-0.024999999999999994,0.022821773229381916,5,-0.03333333333333333,0.018633899812498248,5,0.008333333333333331,0.03486083443891981,5,-0.8666666666666666,1.3914420976494535,5,0.25000000000000033,0.17179606773406927,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_conditional,clean,sma_minus_point,-0.05,0.034860834438919824,5,-0.05,0.034860834438919824,5,0.008333333333333335,0.06846531968814576,5,-0.7666666666666666,0.9689627902499088,5,0.3416666666666666,0.2091650066335188,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_conditional,observed,sma_minus_ewma,-0.0916666666666667,0.03486083443891978,5,-0.10833333333333335,0.03726779962499646,5,0.016666666666666666,0.04750730937913076,5,1.5311566465571045,0.6814309348266923,5,1.7166666666666663,0.6779001483338906,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_conditional,observed,sma_minus_point,-0.08333333333333333,0.058925565098878946,5,-0.10833333333333332,0.09592387027684447,5,0.03333333333333334,0.06180165405913052,5,2.256269577104818,0.6317997315366617,5,2.408333333333333,0.5290190082701294,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
