seed,scenario,method,temporal,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped,event_channel_count
43,switch_before6,regime_marginal,cusum,clean,0.041666666666666664,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_before6,regime_marginal,cusum,observed,0.125,0.08333333333333333,0.041666666666666664,7.0,11.583333333333334,1.0,0.0,0.9652777777777778,24
43,switch_before6,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,2.0,11.583333333333334,1.0,0.0,0.9652777777777778,24
43,switch_before6,regime_marginal,ewma,observed,0.4583333333333333,0.4583333333333333,0.0,5.636363636363637,9.083333333333334,1.0,0.0,0.7569444444444445,24
43,switch_before6,regime_marginal,point,clean,0.041666666666666664,0.041666666666666664,0.0,1.0,11.541666666666666,1.0,0.0,0.9618055555555555,24
43,switch_before6,regime_marginal,point,observed,0.5833333333333334,0.5833333333333334,0.0,5.142857142857143,8.0,1.0,0.0,0.6666666666666666,24
43,switch_delay12,regime_conditional,carry,clean,0.4583333333333333,0.2916666666666667,0.25,4.428571428571429,9.791666666666666,1.0,0.0,0.8159722222222222,24
43,switch_delay12,regime_conditional,carry,observed,0.875,0.6666666666666666,0.25,4.75,7.166666666666667,1.0,0.0,0.5972222222222222,24
43,switch_delay12,regime_conditional,cusum,clean,0.25,0.16666666666666666,0.125,1.75,10.291666666666666,1.0,0.0,0.8576388888888888,24
43,switch_delay12,regime_conditional,cusum,observed,0.7916666666666666,0.75,0.125,5.611111111111111,7.208333333333333,1.0,0.0,0.6006944444444444,24
43,switch_delay12,regime_conditional,ewma,clean,0.3333333333333333,0.20833333333333334,0.125,3.8,10.291666666666666,1.0,0.0,0.8576388888888888,24
43,switch_delay12,regime_conditional,ewma,observed,0.8333333333333334,0.7916666666666666,0.125,5.368421052631579,6.75,1.0,0.0,0.5625,24
43,switch_delay12,regime_conditional,point,clean,0.4166666666666667,0.375,0.125,6.0,9.75,1.0,0.0,0.8125,24
43,switch_delay12,regime_conditional,point,observed,0.7916666666666666,0.75,0.125,4.444444444444445,6.333333333333333,1.0,0.0,0.5277777777777778,24
43,switch_delay12,regime_marginal,carry,clean,0.375,0.125,0.25,7.0,11.375,1.0,0.0,0.9479166666666666,24
43,switch_delay12,regime_marginal,carry,observed,0.4583333333333333,0.2916666666666667,0.25,6.0,10.25,1.0,0.0,0.8541666666666666,24
43,switch_delay12,regime_marginal,cusum,clean,0.125,0.041666666666666664,0.08333333333333333,2.0,11.583333333333334,1.0,0.0,0.9652777777777778,24
43,switch_delay12,regime_marginal,cusum,observed,0.3333333333333333,0.25,0.08333333333333333,9.0,11.25,1.0,0.0,0.9375,24
43,switch_delay12,regime_marginal,ewma,clean,0.16666666666666666,0.08333333333333333,0.08333333333333333,5.0,11.416666666666666,1.0,0.0,0.9513888888888888,24
43,switch_delay12,regime_marginal,ewma,observed,0.4583333333333333,0.4166666666666667,0.08333333333333333,6.8,9.833333333333334,1.0,0.0,0.8194444444444445,24
43,switch_delay12,regime_marginal,point,clean,0.375,0.2916666666666667,0.08333333333333333,7.285714285714286,10.625,1.0,0.0,0.8854166666666666,24
43,switch_delay12,regime_marginal,point,observed,0.6666666666666666,0.625,0.08333333333333333,5.733333333333333,8.083333333333334,1.0,0.0,0.6736111111111112,24
43,switch_random,regime_conditional,carry,clean,0.125,0.125,0.0,8.333333333333334,11.541666666666666,1.0,0.0,0.9618055555555555,24
43,switch_random,regime_conditional,carry,observed,0.8333333333333334,0.8333333333333334,0.0,5.15,6.291666666666667,1.0,0.0,0.5243055555555556,24
43,switch_random,regime_conditional,cusum,clean,0.0,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_random,regime_conditional,cusum,observed,0.7916666666666666,0.7916666666666666,0.041666666666666664,6.2631578947368425,7.458333333333333,1.0,0.0,0.6215277777777778,24
43,switch_random,regime_conditional,ewma,clean,0.125,0.125,0.0,8.333333333333334,11.541666666666666,1.0,0.0,0.9618055555555555,24
43,switch_random,regime_conditional,ewma,observed,0.8333333333333334,0.8333333333333334,0.0,5.55,6.625,1.0,0.0,0.5520833333333334,24
