seed,scenario,method,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped,comparison
45,count1,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count1,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count1,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count3,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count3,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count3,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count3,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration24,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration24,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration24,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration24,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration4,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration4,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration4,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,duration4,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude2,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude2,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude2,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude2,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude4,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude4,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude4,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,magnitude4,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,steady_d12_n2_m1,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,steady_d12_n2_m1,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,steady_d12_n2_m1,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,steady_d12_n2_m1,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_after6,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_after6,regime_conditional,observed,0.0,0.0,0.0,-0.14285714285714324,-0.125,0.0,0.0,-0.01041666666666663,carry_minus_ewma
45,switch_after6,regime_marginal,clean,0.0,0.0,0.041666666666666664,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_after6,regime_marginal,observed,0.0,-0.041666666666666685,0.041666666666666664,0.47777777777777786,0.4166666666666661,0.0,0.0,0.0347222222222221,carry_minus_ewma
45,switch_at,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_at,regime_conditional,observed,0.0,0.0,0.0,-0.6818181818181817,-0.625,0.0,0.0,-0.05208333333333337,carry_minus_ewma
