scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
duration4,regime_marginal,clean,cusum_minus_ewma,0.016666666666666666,0.02282177322938192,5,-0.008333333333333333,0.018633899812498245,5,0.025,0.02282177322938192,5,,,0,0.033333333333333305,0.07453559924999292,5,0.0,0.0,5,0.0,0.0,5,0.008333333333333326,0.01863389981249823,5
duration4,regime_marginal,clean,cusum_minus_point,0.0,0.02946278254943948,5,-0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,,,0,0.04166666666666661,0.05103103630798288,5,0.0,0.0,5,0.0,0.0,5,0.010416666666666652,0.01275775907699572,5
duration4,regime_marginal,observed,cusum_minus_ewma,-0.03333333333333333,0.018633899812498245,5,-0.05833333333333333,0.02282177322938192,5,0.025,0.02282177322938192,5,-0.25,0.3535533905932738,2,0.0916666666666666,0.045643546458763826,5,0.0,0.0,5,0.0,0.0,5,0.02291666666666665,0.011410886614690956,5
duration4,regime_marginal,observed,cusum_minus_point,-0.13333333333333336,0.06180165405913053,5,-0.15833333333333335,0.061801654059130524,5,0.025,0.02282177322938192,5,0.825,0.6010407640085654,2,0.4916666666666666,0.14252192813739228,5,0.0,0.0,5,0.0,0.0,5,0.12291666666666665,0.03563048203434807,5
magnitude2,regime_conditional,clean,cusum_minus_ewma,-0.058333333333333334,0.06972166887783963,5,-0.06666666666666668,0.06972166887783963,5,0.016666666666666666,0.02282177322938192,5,1.75,2.872281323269014,4,0.4583333333333332,0.5803495115493386,5,0.0,0.0,5,0.0,0.0,5,0.03819444444444442,0.04836245929577819,5
magnitude2,regime_conditional,clean,cusum_minus_point,-0.125,0.029462782549439487,5,-0.13333333333333336,0.034860834438919824,5,0.016666666666666666,0.02282177322938192,5,0.5583333333333336,3.4078748672906274,4,0.6,0.35551215012835935,5,0.0,0.0,5,0.0,0.0,5,0.049999999999999975,0.0296260125106966,5
magnitude2,regime_conditional,observed,cusum_minus_ewma,-0.024999999999999977,0.022821773229381902,5,-0.05833333333333333,0.047507309379130766,5,0.03333333333333333,0.054326686710022075,5,1.2474308300395258,0.7479577076288113,5,1.7333333333333332,0.9783241055782871,5,0.0,0.0,5,0.0,0.0,5,0.14444444444444443,0.0815270087981906,5
magnitude2,regime_conditional,observed,cusum_minus_point,-0.008333333333333326,0.01863389981249823,5,-0.04166666666666667,0.05103103630798288,5,0.03333333333333333,0.054326686710022075,5,1.7434453227931492,0.5680673516096213,5,2.05,0.8433769751553704,5,0.0,0.0,5,0.0,0.0,5,0.1708333333333333,0.07028141459628086,5
magnitude2,regime_marginal,clean,cusum_minus_ewma,-0.016666666666666666,0.03726779962499649,5,-0.041666666666666664,0.041666666666666664,5,0.025,0.02282177322938192,5,-2.75,6.010407640085654,2,0.20833333333333287,0.3510895738823487,5,0.0,0.0,5,0.0,0.0,5,0.017361111111111095,0.0292574644901957,5
magnitude2,regime_marginal,clean,cusum_minus_point,-0.075,0.07453559924999299,5,-0.1,0.08122328620674138,5,0.025,0.02282177322938192,5,-0.75,2.4748737341529163,2,0.5166666666666664,0.36395779669870787,5,0.0,0.0,5,0.0,0.0,5,0.043055555555555555,0.030329816391558972,5
